path,filename,n_voxels,true_min,true_max,frac_le_4096,frac_le_2048,frac_le_1500,frac_le_1024,frac_le_1000,frac_ge_1000,frac_ge_1500,frac_ge_2000,frac_ge_3000,pct_0.1_all,pct_1_all,pct_5_all,pct_25_all,pct_50_all,pct_75_all,pct_95_all,pct_99_all,pct_99.9_all,pct_0.1_body,pct_1_body,pct_5_body,pct_25_body,pct_50_body,pct_75_body,pct_95_body,pct_99_body,pct_99.9_body
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649380.289_1.2.840.113619.2.278.3.717616.260.1578649380.417.4198401_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649380.289_1.2.840.113619.2.278.3.717616.260.1578649380.417.4198401_standardized.nii.gz,19533186,-1024.0,1024.0,0.0,0.0,0.0,0.802043,0.823173,0.0,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-943.9,-641.6,-52.8,-999.8,-998.5,-993.0,-975.4,-961.4,-937.4,-612.6,-184.9,219.4
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649380.289_1.2.840.113619.2.278.3.717616.260.1578649380.417.4202498_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649380.289_1.2.840.113619.2.278.3.717616.260.1578649380.417.4202498_standardized.nii.gz,28800756,-1024.0,1024.0,0.0,0.0,0.0,0.807368,0.826204,2.6e-05,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-925.7,-622.6,-62.8,-999.8,-998.2,-991.6,-970.4,-952.6,-916.9,-588.8,-190.7,223.7
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649381.693_1.2.840.113619.2.278.3.717616.260.1578649381.698.3_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649381.693_1.2.840.113619.2.278.3.717616.260.1578649381.698.3_standardized.nii.gz,21244122,-1024.0,1024.0,0.0,0.0,0.0,0.804519,0.82932,1e-06,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-951.1,-553.2,53.8,-999.9,-998.8,-994.5,-979.4,-965.3,-946.2,-501.9,-45.7,256.4
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649381.693_1.2.840.113619.2.278.3.717616.260.1578649381.790.4198401_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649381.693_1.2.840.113619.2.278.3.717616.260.1578649381.790.4198401_standardized.nii.gz,21244122,-1024.0,1024.0,0.0,0.0,0.0,0.796419,0.81673,0.0,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-934.3,-551.2,66.0,-999.8,-998.2,-992.0,-973.0,-956.9,-929.0,-522.7,-52.5,288.5
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649381.693_1.2.840.113619.2.278.3.717616.260.1578649381.790.4202498_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649381.693_1.2.840.113619.2.278.3.717616.260.1578649381.790.4202498_standardized.nii.gz,20958966,-1024.0,1024.0,0.0,0.0,0.0,0.795417,0.815042,0.0,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-916.2,-547.2,58.1,-999.8,-998.1,-991.4,-971.2,-953.6,-912.1,-522.3,-59.0,260.6
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649386.487_1.2.840.113619.2.278.3.717616.260.1578649386.492.3_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649386.487_1.2.840.113619.2.278.3.717616.260.1578649386.492.3_standardized.nii.gz,20745099,-1024.0,1024.0,0.0,0.0,0.0,0.842173,0.861977,2.2e-05,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-960.0,-623.9,-48.8,-999.9,-998.8,-994.6,-979.9,-967.3,-950.6,-524.7,-109.5,188.6
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649386.487_1.2.840.113619.2.278.3.717616.260.1578649386.582.4202498_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649386.487_1.2.840.113619.2.278.3.717616.260.1578649386.582.4202498_standardized.nii.gz,20032209,-1024.0,1024.0,0.0,0.0,0.0,0.832084,0.845543,1.8e-05,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-925.9,-614.3,-55.4,-999.8,-997.7,-989.4,-965.7,-948.4,-912.8,-548.0,-137.8,161.1
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649386.487_1.2.840.113619.2.278.3.717616.260.1578649386.755.11_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649386.487_1.2.840.113619.2.278.3.717616.260.1578649386.755.11_standardized.nii.gz,17679672,-1024.0,1024.0,0.0,0.0,0.0,0.821139,0.833844,4e-06,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-934.0,-608.0,-46.0,-999.7,-997.5,-988.5,-965.3,-950.1,-927.6,-558.6,-141.1,149.1
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649416.931_1.2.840.113619.2.278.3.717616.260.1578649416.936.3_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649416.931_1.2.840.113619.2.278.3.717616.260.1578649416.936.3_standardized.nii.gz,23382792,-1024.0,1024.0,0.0,0.0,0.0,0.777773,0.863428,1.7e-05,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-967.5,-745.4,-215.8,-999.9,-999.5,-997.5,-986.9,-974.9,-956.4,-660.4,-286.3,324.7
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649416.931_1.2.840.113619.2.278.3.717616.260.1578649417.37.4198401_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649416.931_1.2.840.113619.2.278.3.717616.260.1578649417.37.4198401_standardized.nii.gz,22883769,-1024.0,1024.0,0.0,0.0,0.0,0.765361,0.844798,1.8e-05,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-944.8,-713.4,-208.8,-999.9,-999.3,-996.4,-980.4,-963.5,-929.2,-678.3,-309.8,298.6
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649416.931_1.2.840.113619.2.278.3.717616.260.1578649417.37.4202498_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649416.931_1.2.840.113619.2.278.3.717616.260.1578649417.37.4202498_standardized.nii.gz,23810526,-1024.0,1024.0,0.0,0.0,0.0,0.771515,0.843107,2.6e-05,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-933.7,-732.9,-170.9,-999.9,-999.3,-996.1,-977.8,-959.3,-916.4,-678.9,-288.9,402.6
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649417.892_1.2.840.113619.2.278.3.717616.260.1578649417.897.3_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649417.892_1.2.840.113619.2.278.3.717616.260.1578649417.897.3_standardized.nii.gz,23382792,-1024.0,1024.0,0.0,0.0,0.0,0.818995,0.852565,4e-06,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-958.9,-717.2,-132.4,-999.9,-999.2,-996.3,-984.1,-970.4,-947.8,-647.6,-235.2,323.3
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649417.892_1.2.840.113619.2.278.3.717616.260.1578649417.998.4198401_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649417.892_1.2.840.113619.2.278.3.717616.260.1578649417.998.4198401_standardized.nii.gz,23596659,-1024.0,1024.0,0.0,0.0,0.0,0.808149,0.833448,3e-06,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-926.1,-682.4,-150.7,-999.9,-998.7,-993.6,-974.4,-955.1,-908.0,-650.3,-276.3,241.8
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649417.892_1.2.840.113619.2.278.3.717616.260.1578649417.998.4202498_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649417.892_1.2.840.113619.2.278.3.717616.260.1578649417.998.4202498_standardized.nii.gz,25022439,-1024.0,1024.0,0.0,0.0,0.0,0.806663,0.829922,5e-06,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-917.5,-696.3,-76.6,-999.8,-998.5,-992.8,-970.9,-948.9,-903.9,-660.4,-236.6,364.2
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649418.868_1.2.840.113619.2.278.3.717616.260.1578649418.873.3_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649418.868_1.2.840.113619.2.278.3.717616.260.1578649418.873.3_standardized.nii.gz,23810526,-1024.0,1024.0,0.0,0.0,0.0,0.805234,0.871486,1e-06,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-970.8,-789.6,-274.0,-1000.0,-999.6,-997.8,-988.7,-976.7,-959.0,-707.5,-336.8,247.8
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649418.868_1.2.840.113619.2.278.3.717616.260.1578649418.976.4202498_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649418.868_1.2.840.113619.2.278.3.717616.260.1578649418.976.4202498_standardized.nii.gz,24309549,-1024.0,1024.0,0.0,0.0,0.0,0.789868,0.841083,0.0,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-920.3,-770.0,-263.6,-999.9,-999.2,-996.1,-980.4,-956.8,-911.3,-729.9,-376.6,229.6
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.260.1578649418.868_1.2.840.113619.2.278.3.717616.260.1578649419.700.11_standardized.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649418.868_1.2.840.113619.2.278.3.717616.260.1578649419.700.11_standardized.nii.gz,14828112,-1024.0,1024.0,0.0,0.0,0.0,0.76112,0.814741,7e-06,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-930.1,-822.9,-449.9,-999.9,-999.1,-995.6,-977.4,-951.7,-928.4,-812.4,-552.5,-160.8
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.286.1587944966.46_1.2.840.113619.2.278.3.717616.286.1587944966.152.4198401_standardized.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944966.46_1.2.840.113619.2.278.3.717616.286.1587944966.152.4198401_standardized.nii.gz,22669902,-1024.0,1024.0,0.0,0.0,0.0,0.829248,0.859168,1e-06,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-955.8,-701.6,-168.3,-999.9,-999.1,-995.8,-982.5,-968.6,-924.6,-659.1,-264.4,420.5
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.286.1587944966.46_1.2.840.113619.2.278.3.717616.286.1587944966.152.4202498_standardized.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944966.46_1.2.840.113619.2.278.3.717616.286.1587944966.152.4202498_standardized.nii.gz,23596659,-1024.0,1024.0,0.0,0.0,0.0,0.827211,0.854595,1e-06,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-927.4,-753.6,-125.6,-999.9,-999.0,-995.1,-978.9,-955.0,-911.9,-686.2,-246.5,474.3
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.286.1587944966.46_1.2.840.113619.2.278.3.717616.286.1587944966.51.3_standardized.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944966.46_1.2.840.113619.2.278.3.717616.286.1587944966.51.3_standardized.nii.gz,23382792,-1024.0,1024.0,0.0,0.0,0.0,0.838704,0.872401,1e-06,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-969.9,-761.4,-166.3,-999.9,-999.3,-996.8,-986.6,-975.5,-956.0,-662.7,-235.7,439.4
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.511.3_standardized.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.511.3_standardized.nii.gz,21671856,-1024.0,1024.0,0.0,0.0,0.0,0.826885,0.859801,1.7e-05,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-964.9,-772.8,-112.2,-999.9,-999.2,-996.3,-983.6,-971.7,-957.8,-691.1,-228.9,498.5
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.605.4198401_standardized.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.605.4198401_standardized.nii.gz,20745099,-1024.0,1024.0,0.0,0.0,0.0,0.814057,0.840338,1.2e-05,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-944.0,-723.2,-127.5,-999.9,-998.9,-994.7,-975.9,-960.4,-930.4,-690.5,-278.3,444.0
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.605.4202498_standardized.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.605.4202498_standardized.nii.gz,21671856,-1024.0,1024.0,0.0,0.0,0.0,0.809535,0.833346,5e-06,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-930.9,-764.5,-91.3,-999.9,-998.8,-994.1,-973.3,-954.6,-924.0,-723.5,-273.2,496.9
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.562.3_standardized.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.562.3_standardized.nii.gz,22170879,-1024.0,937.2793579101562,0.0,0.0,0.0,0.826034,0.847945,0.0,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-955.2,-762.2,-255.8,-999.9,-998.8,-994.5,-979.0,-965.3,-948.1,-706.4,-347.1,114.6
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.658.4198401_standardized.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.658.4198401_standardized.nii.gz,21244122,-1024.0,958.2463989257812,0.0,0.0,0.0,0.822464,0.840054,0.0,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-946.2,-752.3,-266.5,-999.8,-998.3,-992.0,-972.8,-959.0,-937.5,-710.4,-363.2,62.3
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.658.4202498_standardized.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.658.4202498_standardized.nii.gz,21244122,-1024.0,852.2322998046875,0.0,0.0,0.0,0.820614,0.837197,0.0,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-934.3,-755.9,-264.8,-999.8,-998.0,-990.9,-969.3,-953.5,-924.8,-715.2,-366.9,63.9
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.883.3_standardized.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.883.3_standardized.nii.gz,22669902,-1024.0,1024.0,0.0,0.0,0.0,0.865046,0.892382,0.0,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-975.3,-833.7,-347.6,-999.9,-999.4,-997.1,-987.6,-977.0,-960.0,-719.4,-364.4,149.3
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.981.4198401_standardized.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.981.4198401_standardized.nii.gz,22883769,-1024.0,1024.0,0.0,0.0,0.0,0.859165,0.880368,0.0,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-961.3,-779.0,-323.9,-999.9,-999.0,-995.2,-980.9,-966.9,-933.7,-710.9,-368.9,208.3
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.981.4202498_standardized.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.981.4202498_standardized.nii.gz,22883769,-1024.0,1024.0,0.0,0.0,0.0,0.858399,0.878147,0.0,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-947.3,-825.3,-321.6,-999.9,-998.8,-994.4,-976.4,-956.2,-925.7,-734.5,-372.3,198.9
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.286.1587944973.161_1.2.840.113619.2.278.3.717616.286.1587944973.166.3_standardized.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944973.161_1.2.840.113619.2.278.3.717616.286.1587944973.166.3_standardized.nii.gz,28800756,-1024.0,1024.0,0.0,0.0,0.0,0.839558,0.86516,2e-06,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-962.9,-712.1,-174.6,-999.9,-999.1,-995.8,-982.9,-970.2,-951.1,-625.2,-243.6,190.5
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.286.1587944973.161_1.2.840.113619.2.278.3.717616.286.1587944973.290.4198401_standardized.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944973.161_1.2.840.113619.2.278.3.717616.286.1587944973.290.4198401_standardized.nii.gz,20032209,-1024.0,1024.0,0.0,0.0,0.0,0.829982,0.850418,1e-06,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-948.6,-708.7,-174.6,-999.9,-998.6,-993.5,-976.1,-961.3,-935.0,-656.3,-272.6,198.1
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.286.1587944973.161_1.2.840.113619.2.278.3.717616.286.1587944973.290.4202498_standardized.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944973.161_1.2.840.113619.2.278.3.717616.286.1587944973.290.4202498_standardized.nii.gz,28800756,-1024.0,1024.0,0.0,0.0,0.0,0.831781,0.850249,1e-06,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-929.9,-703.4,-172.6,-999.8,-998.4,-992.7,-973.0,-955.0,-911.7,-640.5,-266.7,188.7
../../ncct_cect/vindr_ds/nifti_unprocessed_volumes/1.2.840.113619.2.278.3.717616.286.1587944975.372_1.2.840.113619.2.278.3.717616.286.1587944975.377.3_standardized.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944975.372_1.2.840.113619.2.278.3.717616.286.1587944975.377.3_standardized.nii.gz,28586889,-1024.0,1024.0,0.0,0.0,0.0,0.840685,0.873284,1e-06,0.0,0.0,0.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-1024.0,-961.1,-626.5,-55.6,-999.9,-999.3,-996.5,-984.5,-969.9,-907.1,-506.5,-105.3,226.4
